Title,CRN,Department,Level,202110,202120,Recent Term,URL
FREN 409,24127,FREN,409,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24127
FREN 413,24128,FREN,413,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24128
GERM 238,24846,GERM,238,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24846
GERM 264,20630,GERM,264,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20630
GERM 280,24129,GERM,280,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24129
GERM 302,21558,GERM,302,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=21558
GERM 320,24131,GERM,320,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24131
GERM 322,20894,GERM,322,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20894
GERM 326,22472,GERM,326,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=22472
GERM 335,24132,GERM,335,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24132
GERM 401,24133,GERM,401,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24133
GERM 492,23257,GERM,492,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23257
GLHT 238,24825,GLHT,238,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24825
GLHT 360,20302,GLHT,360,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20302
GLHT 452,20266,GLHT,452,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20266
GLHT 464,21009,GLHT,464,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=21009
GREE 102,20963,GREE,102,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20963
GREE 238,24892,GREE,238,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24892
GREE 492,24134,GREE,492,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24134
HART 102,20474,HART,102,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20474
HART 180,21675,HART,180,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=21675
HART 216,24114,HART,216,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24114
HART 221,24239,HART,221,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24239
HART 238,24882,HART,238,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24882
HART 263,24069,HART,263,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24069
HART 301,22263,HART,301,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=22263
HART 302,24248,HART,302,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24248
HART 303,21720,HART,303,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=21720
HART 319,24249,HART,319,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24249
HART 343,24116,HART,343,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24116
HART 345,20451,HART,345,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20451
HART 371,24157,HART,371,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24157
HART 379,24250,HART,379,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24250
HART 381,24119,HART,381,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24119
HART 383,24311,HART,383,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24311
HART 389,24251,HART,389,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24251
HART 401,20310,HART,401,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20310
HART 403,22235,HART,403,0,3,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=22235
HEAL 132,22544,HEAL,132,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=22544
HEAL 238,24844,HEAL,238,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24844
HEAL 313,20187,HEAL,313,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20187
HEAL 350,21670,HEAL,350,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=21670
HEAL 422,20118,HEAL,422,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20118
HEAL 498,24630,HEAL,498,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24630
HIST 102,23757,HIST,102,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23757
HIST 112,24262,HIST,112,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24262
HIST 118,23758,HIST,118,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23758
HIST 201,23886,HIST,201,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23886
HIST 210,24378,HIST,210,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24378
HIST 215,23759,HIST,215,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23759
HIST 218,23760,HIST,218,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23760
HIST 221,23761,HIST,221,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23761
HIST 223,23762,HIST,223,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23762
HIST 227,22524,HIST,227,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=22524
HIST 238,24236,HIST,238,0,2,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24236
HIST 246,21469,HIST,246,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=21469
HIST 305,23763,HIST,305,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23763
HIST 310,24277,HIST,310,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24277
HIST 316,23764,HIST,316,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23764
HIST 359,23765,HIST,359,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23765
HIST 390,23766,HIST,390,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23766
HIST 404,22535,HIST,404,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=22535
HIST 412,23767,HIST,412,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23767
HIST 418,24394,HIST,418,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24394
HIST 426,24365,HIST,426,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24365
HIST 428,23768,HIST,428,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23768
HIST 459,23769,HIST,459,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23769
HIST 499,24358,HIST,499,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24358
HONS 238,24836,HONS,238,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24836
HONS 471,21807,HONS,471,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=21807
HUMA 111,22467,HUMA,111,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=22467
HUMA 123,24377,HUMA,123,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24377
HUMA 126,23834,HUMA,126,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23834
HUMA 127,24135,HUMA,127,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24135
HUMA 217,24272,HUMA,217,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24272
HUMA 238,24891,HUMA,238,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24891
HUMA 316,23773,HUMA,316,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23773
HUMA 317,20843,HUMA,317,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20843
HUMA 322,20895,HUMA,322,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20895
HUMA 372,22473,HUMA,372,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=22473
ITAL 106,21903,ITAL,106,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=21903
ITAL 142,21823,ITAL,142,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=21823
ITAL 238,24856,ITAL,238,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24856
ITAL 264,24917,ITAL,264,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24917
JAPA 142,20831,JAPA,142,0,3,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20831
JAPA 238,24857,JAPA,238,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24857
JAPA 264,23615,JAPA,264,0,2,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23615
JAPA 302,21404,JAPA,302,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=21404
JWST 121,24279,JWST,121,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24279
JWST 238,24895,JWST,238,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24895
JWST 325,24281,JWST,325,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24281
JWST 477,24924,JWST,477,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24924
KINE 238,24847,KINE,238,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24847
KINE 326,23776,KINE,326,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23776
KINE 430,23777,KINE,430,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23777
KINE 477,24426,KINE,477,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24426
KINE 498,24296,KINE,498,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24296
KORE 142,20832,KORE,142,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20832
KORE 238,24859,KORE,238,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24859
KORE 264,22482,KORE,264,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=22482
KORE 302,21824,KORE,302,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=21824
LASR 238,24890,LASR,238,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24890
LASR 378,24136,LASR,378,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24136
LASR 491,22119,LASR,491,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=22119
LATI 102,20001,LATI,102,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20001
LATI 202,22477,LATI,202,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=22477
LATI 238,24887,LATI,238,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24887
LATI 316,24137,LATI,316,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24137
LEAD 238,24849,LEAD,238,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24849
LEAD 335,20323,LEAD,335,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20323
LEAD 340,21614,LEAD,340,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=21614
LING 238,24853,LING,238,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24853
LING 301,21745,LING,301,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=21745
LING 305,22555,LING,305,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=22555
LING 306,21747,LING,306,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=21747
LING 309,24303,LING,309,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24303
LING 322,24180,LING,322,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24180
LING 393,23780,LING,393,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23780
LING 400,21563,LING,400,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=21563
LING 415,24181,LING,415,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24181
LING 499,23785,LING,499,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23785
LPAP 238,24767,LPAP,238,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24767
LPCR 238,24768,LPCR,238,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24768
MANA 238,24769,MANA,238,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24769
MANA 404,23264,MANA,404,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23264
MATH 112,23027,MATH,112,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23027
MATH 222,24393,MATH,222,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24393
MATH 238,24390,MATH,238,0,3,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24390
MATH 302,20245,MATH,302,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20245
MATH 322,20081,MATH,322,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20081
MATH 323,24347,MATH,323,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24347
MATH 357,24396,MATH,357,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24396
MATH 365,24018,MATH,365,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24018
MATH 366,20222,MATH,366,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20222
MATH 371,24019,MATH,371,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24019
MATH 382,20083,MATH,382,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20083
MATH 402,24402,MATH,402,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24402
MATH 412,24022,MATH,412,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24022
MATH 424,24023,MATH,424,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24023
MATH 427,20084,MATH,427,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20084
MATH 443,20085,MATH,443,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20085
MATH 445,20086,MATH,445,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20086
MATH 464,20087,MATH,464,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20087
MATH 479,23185,MATH,479,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23185
MDEM 102,20605,MDEM,102,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20605
MDEM 212,22478,MDEM,212,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=22478
MDEM 222,20606,MDEM,222,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20606
MDEM 238,24879,MDEM,238,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24879
MDEM 311,24362,MDEM,311,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24362
MDEM 343,24118,MDEM,343,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24118
MDEM 379,23962,MDEM,379,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23962
MDHM 403,22027,MDHM,403,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=22027
MECH 200,20049,MECH,200,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20049
MECH 231,22970,MECH,231,0,2,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=22970
MECH 238,24776,MECH,238,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24776
MECH 310,22806,MECH,310,0,2,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=22806
MECH 311,20050,MECH,311,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20050
MECH 315,22807,MECH,315,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=22807
MECH 331,20052,MECH,331,0,2,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20052
MECH 350,22809,MECH,350,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=22809
MECH 390,22998,MECH,390,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=22998
MECH 408,20278,MECH,408,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20278
MECH 412,20056,MECH,412,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20056
MECH 417,21769,MECH,417,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=21769
MECH 420,20057,MECH,420,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20057
MECH 474,23788,MECH,474,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23788
MECH 481,22857,MECH,481,0,2,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=22857
MECH 488,23790,MECH,488,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23790
MILI 122,23118,MILI,122,0,3,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23118
MILI 302,24611,MILI,302,0,2,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24611
MILI 402,20475,MILI,402,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20475
MSNE 201,24404,MSNE,201,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24404
MSNE 238,24786,MSNE,238,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24786
MSNE 302,21631,MSNE,302,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=21631
MSNE 311,24076,MSNE,311,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24076
MSNE 389,23787,MSNE,389,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23787
MSNE 408,20641,MSNE,408,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20641
MSNE 415,22075,MSNE,415,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=22075
MSNE 433,20596,MSNE,433,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20596
MSNE 435,20598,MSNE,435,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20598
MSNE 437,20680,MSNE,437,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20680
MUSI 212,23796,MUSI,212,0,2,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23796
MUSI 222,20262,MUSI,222,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20262
MUSI 232,20077,MUSI,232,0,2,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20077
MUSI 238,24789,MUSI,238,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24789
MUSI 240,20437,MUSI,240,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20437
MUSI 312,20094,MUSI,312,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20094
MUSI 314,23798,MUSI,314,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=23798
MUSI 315,24088,MUSI,315,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=24088
MUSI 318,20095,MUSI,318,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20095
MUSI 322,20096,MUSI,322,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20096
MUSI 332,20098,MUSI,332,0,2,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=20098
MUSI 379,22131,MUSI,379,0,1,202120,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202120&p_crn=22131
